"Kingdom","Phylum_division","Subphylum","Superclass","Class","Order","Family","Genus","Latin"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","glossiphonia","unknown (glossiphonia genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","ischnura","ischnura elegans"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus lunatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis lacustris"
"animalia","annelida",NA,NA,"oligochaeta","haplotaxida","naididae","potamothrix","potamothrix hammoniensis"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus riparius"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium lundstromi"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus didymus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","gyrinus","unknown (gyrinus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus fluviatilis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","unknown (helophorus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","nebrioporus","nebrioporus elegans"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","corophiidae","corophium","unknown (corophium genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","holocentropus","unknown (holocentropus genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","libellula","libellula fulva"
"animalia","arthropoda",NA,NA,"insecta","odonata","libellulidae","orthetrum","orthetrum cancellatum"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","sphaerium","sphaerium rivicola"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","alboglossiphonia","alboglossiphonia hyalina"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","piscicolidae","piscicola","unknown (piscicola genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hyphydrus","hyphydrus ovatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","scirtes","unknown (scirtes genus)"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","baetidae","cloeon","cloeon simile"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","cyrnus","cyrnus trimaculatus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","lype","lype phaeopa"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","sphaerium","unknown (sphaerium genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","leptocerus","leptocerus tineiformis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","graphoderus","unknown (graphoderus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","laccophilus","unknown (laccophilus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","orthotrichia","unknown (orthotrichia genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","coenagrionidae","coenagrion","unknown (coenagrion genus)"
"animalia","arthropoda",NA,NA,"insecta","odonata","gomphidae","gomphus","unknown (gomphus genus)"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","nepidae","nepa","nepa cinerea"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara fossarum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","anacaena","anacaena globula"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","graptodytes","graptodytes pictus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus sibiricus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroglyphus","hydroglyphus geminus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara nigrolineata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chaoboridae","unknown (chaoboridae family)","unknown (chaoboridae family)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","anacaena","anacaena bipustulata"
"animalia","arthropoda",NA,NA,"insecta","diptera","pediciidae","pedicia","unknown (pedicia genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","brychius","brychius elevatus"
"animalia","annelida",NA,NA,"clitellata","rhynchobdellida","glossiphoniidae","hemiclepsis","hemiclepsis tessulata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche bulgaromanorum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","hydrobius","hydrobius fuscipes"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","oligoneuriidae","oligoneuriella","oligoneuriella rhenana"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ylodes","unknown (ylodes genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche guttata"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","stagnicola","stagnicola corvus"
"animalia","arthropoda",NA,NA,"insecta","diptera","simuliidae","simulium","simulium costatum"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","ilybius chalconatus"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","veliidae","velia","velia caprai"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydropsychidae","hydropsyche","hydropsyche dinarica"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","electrogena","electrogena lateralis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","ceraclea","ceraclea senilis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus flavicornis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","agraylea","agraylea multipunctata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","agraylea","agraylea sexmaculata"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","tinodes","tinodes waeneri"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","dikerogammarus","dikerogammarus haemobaphes"
"animalia","arthropoda",NA,NA,"insecta","neuroptera","sisyridae","sisyra","sisyra nigra"
"animalia","porifera","unknown (porifera phylum)","unknown (porifera phylum)","demospongiae","spongillida","spongillidae","ephydatia","ephydatia fluviatilis"
"animalia","mollusca",NA,NA,"gastropoda","lower heterobranchia","valvatidae","valvata","valvata cristata"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","planorbidae","anisus","unknown (anisus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","hydroporus palustris"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","oecetis","oecetis ochracea"
"animalia","arthropoda",NA,NA,"insecta","unknown (insecta class)","unknown (insecta class)","unknown (insecta class)","unknown (insecta class)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus lineatocollis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","nebrioporus","nebrioporus depressus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","cyrnus","cyrnus crenaticornis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","hydroptilidae","oxyethira","oxyethira flavicornis"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara lateralis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","helophorus aquaticus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","helophorus minutus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hygrotus","hygrotus impressopunctatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydraenidae","ochthebius","ochthebius minimus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","callicorixa","callicorixa praeusta"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","leptoceridae","triaenodes","triaenodes bicolor"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","cyphon","unknown (cyphon genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus ruficollis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","helophoridae","helophorus","helophorus obscurus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","glyphotaelius","glyphotaelius pellucidus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus stigma"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","phryganea","phryganea grandis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","phryganeidae","trichostegia","trichostegia minor"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","polycentropodidae","cyrnus","cyrnus flavidus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","enochrus","enochrus melanocephalus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","gyrinidae","gyrinus","gyrinus substriatus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","electrogena","electrogena affinis"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus ignavus"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","hesperocorixa","hesperocorixa sahlbergi"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","paraleptophlebia","unknown (paraleptophlebia genus)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","notonecta","notonecta obliqua"
"animalia","annelida",NA,NA,"clitellata","crassiclitellata","lumbricidae","unknown (lumbricidae family)","unknown (lumbricidae family)"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","notonectidae","notonecta","unknown (notonecta genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus affinis"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","corixidae","sigara","sigara semistriata"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","physidae","physella","physella acuta"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","paraleptophlebia","paraleptophlebia submarginata"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","leptophlebiidae","paraleptophlebia","paraleptophlebia cincta"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus bipustulatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","anacaena","unknown (anacaena genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","hydroporus","unknown (hydroporus genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","stenophylax","stenophylax sequax"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","dytiscus","dytiscus marginalis"
"animalia","arthropoda",NA,NA,"insecta","plecoptera","nemouridae","nemoura","nemoura cinerea"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus griseus"
"animalia","arthropoda",NA,NA,"insecta","ephemeroptera","heptageniidae","ecdyonurus","ecdyonurus dispar"
"animalia","arthropoda",NA,NA,"insecta","diptera","tipulidae","tipula","tipula maxima"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","micronectidae","micronecta","micronecta minutissima"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","laccobius","laccobius minutus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","paracladius","paracladius conversus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","psectrocladius","psectrocladius sordidellus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","epoicocladius","epoicocladius flavens"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","euglesa","euglesa casertana"
"animalia","arthropoda",NA,NA,"insecta","diptera","stratiomyidae","beris","unknown (beris genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus fuscicornis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","laccophilus","laccophilus minutus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","hydrophilidae","anacaena","anacaena lutescens"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","noteridae","noterus","noterus crassicornis"
"animalia","mollusca",NA,NA,"gastropoda","basommatophora","lymnaeidae","stagnicola","stagnicola palustris"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","dytiscus","unknown (dytiscus genus)"
"animalia","annelida",NA,NA,"clitellata","arhynchobdellida","erpobdellidae","erpobdella","erpobdella monostriata"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus nudiventris"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","clinotanypus","clinotanypus nervosus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","glyptotendipes","glyptotendipes imbecillis"
"animalia","arthropoda",NA,NA,"malacostraca","amphipoda","gammaridae","gammarus","gammarus varsoviensis"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","ilybius fenestratus"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","brachytron","brachytron pratense"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","glyptotendipes","unknown (glyptotendipes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","parachironomus","parachironomus arcuatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","demicryptochironomus","unknown (demicryptochironomus genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus laminatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","unknown (diptera order)","unknown (diptera order)","unknown (diptera order)"
"animalia","arthropoda",NA,NA,"malacostraca","decapoda","cambaridae","faxonius","faxonius limosus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","beraeidae","beraeodes","beraeodes minutus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","limnephilidae","limnephilus","limnephilus coenosus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","scirtidae","microcara","microcara testacea"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","fredericellidae","fredericella","fredericella sultana"
"animalia","ectoprocta","Missing Subphylum 12","Missing Superclass 22","phylactolaemata","plumatellida","plumatellidae","plumatella","unknown (plumatella genus)"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","tinodes","tinodes pallidulus"
"animalia","arthropoda",NA,NA,"insecta","trichoptera","psychomyiidae","tinodes","unknown (tinodes genus)"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","chironomus","chironomus tentans"
"animalia","arthropoda",NA,NA,"insecta","heteroptera","naucoridae","ilyocoris","ilyocoris cimicoides"
"animalia","arthropoda",NA,NA,"insecta","diptera","dixidae","dixella","unknown (dixella genus)"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","agabus","agabus uliginosus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","glyptotendipes","glyptotendipes pallens"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","glyptotendipes","glyptotendipes paripes"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","elmidae","riolus","riolus nitens"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","haliplidae","haliplus","haliplus immaculatus"
"animalia","arthropoda",NA,NA,"insecta","coleoptera","dytiscidae","ilybius","ilybius quadriguttatus"
"animalia","arthropoda",NA,NA,"insecta","diptera","chironomidae","micropsectra","micropsectra notescens"
"animalia","arthropoda",NA,NA,"insecta","diptera","ptychopteridae","ptychoptera","unknown (ptychoptera genus)"
"animalia","mollusca",NA,NA,"bivalvia","veneroida","pisidiidae","pisidium","pisidium hibernicum"
"animalia","arthropoda",NA,NA,"insecta","hemiptera","micronectidae","micronecta","micronecta poweri"
"animalia","arthropoda",NA,NA,"insecta","odonata","aeshnidae","aeshna","aeshna cyanea"
